TF	target	target_in_MO	GRNboost2_weight	MO_log2FC	MO_abs_diff	MO_change	MACS2_score (chip)
TFAP2E	UBE2B	ube2b.s	0.9135577392488629	-0.0527874143594351	15.0	not changed	
TFAP2E	RAB34	rab34.l	0.9117332551799808	-0.5019248738119844	491.0	not changed	296.0
TFAP2E	RAB34	rab34.s	0.9117332551799808	-0.3785116232537298	4.5	not changed	296.0
TFAP2E	LARP1	larp1.l	0.9104729400121796	-0.3192411730872194	492.5	not changed	402.0
TFAP2E	LARP1	larp1.s	0.9104729400121796	-0.1984135584020081	253.0	not changed	402.0
TFAP2E	DBN1		0.9097570484636645				
TFAP2E	PSMD13	psmd13.s	0.9059310185409236	0.1291937761527758	238.0	not changed	132.0
TFAP2E	BLCAP		0.9024658322373836				
TFAP2E	GRP		0.9015715705577302				
TFAP2E	CD3EAP		0.8973232493212481				
TFAP2E	PAPOLA	papola.l	0.8955241147668511	-0.1217497498099544	164.0	not changed	
TFAP2E	PAPOLA	papola.s	0.8955241147668511	-0.0399176730028708	29.5	not changed	
TFAP2E	FBL	fbl.l	0.8948962806202689	-0.0929965483628802	532.0	not changed	80.0
TFAP2E	FBL	fbl.s	0.8948962806202689	-0.1513651321985446	588.0	not changed	80.0
TFAP2E	ETS1		0.8946363080774258				214.0
TFAP2E	WDR36	wdr36.s	0.8937700838701903	-0.4611774198630507	353.5	not changed	
TFAP2E	WDR36	wdr36.l	0.8937700838701903	-0.2079560558999641	406.0	not changed	
TFAP2E	RBMX2	rbmx2.l	0.8915965718350011	-0.2277092340249337	86.0	not changed	166.0
TFAP2E	GARS	gars.l	0.8911717577891612	-0.0190119685258033	13.0	not changed	173.0
TFAP2E	GARS	gars.s	0.8911717577891612	0.1355839040278825	64.0	not changed	173.0
TFAP2E	ADAM19	adam19.s	0.8910754470432365	1.584962500721156	21.0	not changed	1095.0
TFAP2E	FTSJ3	ftsj3.l	0.8851621164121315	-0.6195813897567082	1299.5	decreased	
TFAP2E	FTSJ3	ftsj3.s	0.8851621164121315	0.0466261598713554	9.0	not changed	
TFAP2E	SUPT7L		0.8844388098691848				
TFAP2E	TRPM7		0.88400001262505				
TFAP2E	FARP1		0.8830944072645428				162.0
TFAP2E	SRSF5	srsf5.l	0.8798205190082549	0.5269218257525228	2774.5	increased	
TFAP2E	SRSF5	srsf5.s	0.8798205190082549	0.3040572272773095	3912.5	not changed	
TFAP2E	TPBG		0.8789622344656144				
TFAP2E	PDP2	pdp2.l	0.8756118472672	-0.579337951527278	63.5	not changed	136.0
TFAP2E	MYL12B	myl12b.l	0.8754896052067316	-0.0331473235623108	19.5	not changed	376.0
TFAP2E	MYL12B	myl12b.s	0.8754896052067316	0.1720196188413122	368.0	not changed	376.0
TFAP2E	FBXO28		0.8742145020337055				
TFAP2E	F2RL3	f2rl3.l	0.8737013264195868	-inf	11.5	not changed	
TFAP2E	FAM57A		0.8721055953564775				35.0
TFAP2E	CLDN1	cldn1.l	0.871938227202909	-3.689299160535892	238.0	decreased	218.0
TFAP2E	CLDN1	cldn1.s	0.871938227202909	-1.5454702070667143	1066.0	decreased	218.0
TFAP2E	ZNF593		0.8697176737063821				
TFAP2E	PRDX1		0.8589843964869066				
TFAP2E	TMEM70	tmem70.s	0.8572182491282752	-0.1434192472243547	18.5	not changed	82.0
TFAP2E	MECOM		0.8560529741567239				330.0
TFAP2E	VTA1	vta1.l	0.8550281625107332	-0.4971191517432017	32.5	not changed	
TFAP2E	VTA1	vta1.s	0.8550281625107332	-0.2630344058337938	51.0	not changed	
TFAP2E	BZW1	bzw1.l	0.8528807703148645	0.0546522638000711	171.5	not changed	
TFAP2E	BZW1	bzw1.s	0.8528807703148645	-0.0905029085770001	269.0	not changed	
TFAP2E	XBP1	xbp1.l	0.8516661543540595	1.058480447524733	1361.0	increased	933.0
TFAP2E	XBP1	xbp1.s	0.8516661543540595	0.6635003951610849	621.0	not changed	933.0
TFAP2E	TAF13		0.8515011265159382				254.0
TFAP2E	TNRC6B		0.8511366207570658				180.0
TFAP2E	PRDM1		0.850308458012451				71.0
TFAP2E	RBM38	rbm38.l	0.8497413935551321	1.4995710094905117	26.5	not changed	104.0
TFAP2E	RBM38	rbm38.s	0.8497413935551321	-0.2037466685390483	13.5	not changed	104.0
TFAP2E	DNMT1	dnmt1.s	0.8484461522852907	-0.1764402060859148	99.0	not changed	
TFAP2E	DNMT1	dnmt1.l	0.8484461522852907	0.119004315690131	63.5	not changed	
TFAP2E	EPHA2		0.8468179526109036				860.0
TFAP2E	TOB1	tob1.l	0.8466742441638415	-0.3833286395515056	7.0	not changed	150.0
TFAP2E	TOB1	tob1.s	0.8466742441638415	-0.3988662086076982	50.0	not changed	150.0
TFAP2E	SLC29A2		0.8430536096162351				60.0
TFAP2E	ATP2A2		0.842552721720789				279.0
TFAP2E	GLDC	gldc.s	0.841728976519496	0.9821939580088362	417.5	not changed	509.0
TFAP2E	HPS3	hps3.l	0.8415468031531141	-0.2694909484147824	145.0	not changed	177.0
TFAP2E	ENOPH1		0.8410135517658424				116.0
TFAP2E	RSL1D1		0.8408524568178846				
TFAP2E	CDK11B		0.8393258951945006				
TFAP2E	RABGGTA	rabggta.l	0.8393227846436497	-0.5902374427618304	23.0	not changed	55.0
TFAP2E	RABGGTA	rabggta.s	0.8393227846436497	-1.070389327891398	5.5	not changed	55.0
TFAP2E	YWHAE	ywhae.l	0.8381392620255611	0.0340636483213152	158.5	not changed	
TFAP2E	YWHAE	ywhae.s	0.8381392620255611	-0.1217170776744478	703.0	not changed	
TFAP2E	HNRNPA1	hnrnpa1.l	0.8376336444696735	0.1748894864581075	4337.0	not changed	85.0
TFAP2E	HNRNPA1	hnrnpa1.s	0.8376336444696735	0.366884488702107	7385.5	increased	85.0
TFAP2E	NAA40	naa40.s	0.8368917967695927	0.410044235809179	166.5	not changed	
TFAP2E	NAA40	naa40.l	0.8368917967695927	0.1378267926105822	122.0	not changed	
TFAP2E	CCDC50	ccdc50.l	0.8365792574306213	0.0147215057067655	1.0	not changed	160.0
TFAP2E	HMG20B	hmg20b.l	0.8337048627070284	-0.9881475779115853	270.5	not changed	
TFAP2E	HMG20B	hmg20b.s	0.8337048627070284	-0.6078922560299642	169.0	not changed	
TFAP2E	ACTB		0.8325108304037661				
TFAP2E	PSMD6	psmd6.l	0.8300401959148125	0.1171003509579826	156.0	not changed	
TFAP2E	PSMD6	psmd6.s	0.8300401959148125	-0.2213964288627239	51.5	not changed	
TFAP2E	LAPTM4A		0.8297438592058514				87.0
TFAP2E	CCDC77		0.8296036623545328				141.0
TFAP2E	CDT1	cdt1.s	0.8294014411076731	0.2084830952037244	187.5	not changed	560.0
TFAP2E	AP3M2	ap3m2.s	0.8274787629773839	0.1476486806319744	59.0	not changed	
TFAP2E	AP3M2	ap3m2.l	0.8274787629773839	0.0607540310790962	10.0	not changed	
TFAP2E	POLR1A	polr1a.l	0.8262621326447296	-0.253537652027735	388.0	not changed	160.0
TFAP2E	PABPC1	pabpc1.l	0.8253479046169397	0.2485670267246817	837.0	not changed	151.0
TFAP2E	PABPC1	pabpc1.s	0.8253479046169397	0.3585029247829918	9976.0	increased	151.0
TFAP2E	PHB		0.8236301935579853				
TFAP2E	HSPA14	hspa14.l	0.8235441637940409	-1.299168191887507	420.0	not changed	
TFAP2E	HSPA14	hspa14.s	0.8235441637940409	-0.0578770583750474	43.0	not changed	
TFAP2E	CASS4	cass4.s	0.8194096906937665	-1.965285283662973	504.0	decreased	367.0
TFAP2E	CASS4	cass4.l	0.8194096906937665	-0.9563564304928704	536.5	not changed	367.0
TFAP2E	PABPN1		0.8154780200980015				112.0
TFAP2E	LEF1	lef1.l	0.8154663775607458	-0.6302135818160566	74.5	not changed	252.0
TFAP2E	LEF1	lef1.s	0.8154663775607458	-0.3719687773869579	10.0	not changed	252.0
TFAP2E	BOLA2		0.8103123535417709				102.0
TFAP2E	ACIN1		0.8101281747948529				148.0
TFAP2E	PCNP	pcnp.l	0.8099435908898066	0.2567921095180095	274.5	not changed	
TFAP2E	PCNP	pcnp.s	0.8099435908898066	0.3932883461890442	332.5	not changed	
TFAP2E	ATIC	atic.s	0.8043015516435954	-0.8609966372118844	491.0	not changed	
TFAP2E	ATIC	atic.l	0.8043015516435954	0.1298960746452609	28.5	not changed	
TFAP2E	SMARCB1	smarcb1.l	0.8028501923426536	0.2436617900438282	123.0	not changed	111.0
TFAP2E	SMARCB1	smarcb1.s	0.8028501923426536	0.2961525099873955	332.0	not changed	111.0
TFAP2E	ADARB1		0.8024147936054998				
TFAP2E	ATP5J	atp5j.l	0.8001318079334223	1.0375967866576516	159.5	not changed	
TFAP2E	ATP5J	atp5j.s	0.8001318079334223	0.3479233034203068	105.0	not changed	
TFAP2E	RASA3		0.7998536822706986				
TFAP2E	SYNGR2		0.7995725758103209				252.0
TFAP2E	TK1	tk1.l	0.7959688346183651	0.5738024834327864	327.5	not changed	
TFAP2E	LRRC58		0.7957799239381179				585.0
TFAP2E	LHX5	lhx5.l	0.7948695873077394	0.7569972989882658	227.0	not changed	136.0
TFAP2E	LHX5	lhx5.s	0.7948695873077394	2.2394659346953896	33.5	not changed	136.0
TFAP2E	CSTB		0.7939270414338244				
TFAP2E	FAM32A	fam32a.l	0.7914223564430529	0.7800928420531466	520.0	not changed	
TFAP2E	PDIA4		0.7902082104674444				
TFAP2E	EMP3	emp3.l	0.7900740485999448	-2.584962500721156	7.5	not changed	
TFAP2E	EMP3	emp3.s	0.7900740485999448	-0.3219280948873623	1.5	not changed	
TFAP2E	PTPRG	ptprg.s	0.7887132344786117	-0.1154772174199359	2.0	not changed	387.0
TFAP2E	PTPRG	ptprg.l	0.7887132344786117	0.0723818758193799	19.5	not changed	387.0
TFAP2E	OLIG3	olig3.s	0.7862434845055732	2.6045670586606677	340.5	increased	
TFAP2E	ARHGAP32		0.7859693696776503				89.0
TFAP2E	ANAPC10		0.7839692969735635				
TFAP2E	IDH3A	idh3a.l	0.783590420275147	-0.401516359625225	43.0	not changed	233.0
TFAP2E	IDH3A	idh3a.s	0.783590420275147	-0.5448053742491735	214.5	not changed	233.0
TFAP2E	FGD5		0.7829521605758802				124.0
TFAP2E	UBR5	ubr5.l	0.7797972900777181	-0.5573814394534079	826.0	not changed	122.0
TFAP2E	UBR5	ubr5.s	0.7797972900777181	-0.4626316122601576	1037.0	not changed	122.0
TFAP2E	CCNA2	ccna2.s	0.7758410957820518	0.3213535830164043	188.0	not changed	
TFAP2E	CCNA2	ccna2.l	0.7758410957820518	0.6178398832243253	545.0	not changed	
TFAP2E	ILF3		0.7748383306308844				68.0
TFAP2E	TUBB2B	tubb2b.l	0.773040067501966	-0.5321597511311646	782.0	not changed	
TFAP2E	TUBB2B	tubb2b.s	0.773040067501966	-2.2749524785067137	839.0	decreased	
TFAP2E	SFRP1	sfrp1.l	0.7723202389986709	0.0931094043914814	0.5	not changed	450.0
TFAP2E	SFRP1	sfrp1.s	0.7723202389986709	4.11150831521699	684.0	increased	450.0
TFAP2E	ZNF410	znf410.l	0.7701578790984277	-0.1723155488673065	8.5	not changed	
TFAP2E	FZD10	fzd10.l	0.7698855271980486	1.165838870737396	684.0	increased	289.0
TFAP2E	FZD10	fzd10.s	0.7698855271980486	0.641036660096025	223.5	not changed	289.0
TFAP2E	RAPGEF2	rapgef2.s	0.7686380526737681	-0.4280692515488458	276.0	not changed	534.0
TFAP2E	RAPGEF2	rapgef2.l	0.7686380526737681	-1.0917425686275757	448.0	not changed	534.0
TFAP2E	COPS6		0.7664618227503495				414.0
TFAP2E	NMD3	nmd3.l	0.7648958081171553	-0.9689731043793752	900.0	not changed	
TFAP2E	KIRREL1		0.764616457857783				297.0
TFAP2E	PRRC2C	prrc2c.l	0.7637560947290025	0.0482109492256282	124.0	not changed	
TFAP2E	PRRC2C	prrc2c.s	0.7637560947290025	-0.1423142546940211	324.5	not changed	
TFAP2E	KHDRBS1	khdrbs1.l	0.7587025421066808	0.3424366598876666	428.5	not changed	32.0
TFAP2E	KHDRBS1	khdrbs1.s	0.7587025421066808	0.3307290062358998	5217.0	increased	32.0
TFAP2E	ATP5F1E		0.7581490512217895				72.0
TFAP2E	AHCTF1	ahctf1.l	0.7560326654938627	-0.2695875890061425	346.0	not changed	
TFAP2E	AHCTF1	ahctf1.s	0.7560326654938627	-0.4156286466097491	305.5	not changed	
TFAP2E	RGS2	rgs2.l	0.7541281728722692	-1.51927884046906	328.5	decreased	276.0
TFAP2E	RGS2	rgs2.s	0.7541281728722692	-3.0	7.0	not changed	276.0
TFAP2E	CLCA4		0.7530952137027342				851.0
TFAP2E	CRK		0.7527681810125133				
TFAP2E	CYCS	cycs.l	0.7521418421502938	0.3048266658727881	289.5	not changed	56.0
TFAP2E	CYCS	cycs.s	0.7521418421502938	0.2966195582673213	571.0	not changed	56.0
TFAP2E	HOXB8	hoxb8.s	0.7514373013462501	-2.807354922057604	6.0	not changed	402.0
TFAP2E	HOXB8	hoxb8.l	0.7514373013462501	-inf	0.5	not changed	402.0
TFAP2E	BAZ1B	baz1b.s	0.7510091054771411	0.0876176008779944	103.0	not changed	
TFAP2E	BAZ1B	baz1b.l	0.7510091054771411	0.3878282546493002	390.0	not changed	
TFAP2E	ZC4H2	zc4h2.l	0.7496615802008301	2.372708019871617	1621.5	increased	
TFAP2E	ZC4H2	zc4h2.s	0.7496615802008301	1.3514063930911318	458.5	not changed	
TFAP2E	ETV3		0.7466790465905104				308.0
TFAP2E	NDUFB5	ndufb5.l	0.7436949875530703	0.154722594798642	3.0	not changed	
TFAP2E	RBM4B	rbm4b.l	0.7433870247697443	0.4107115738760538	137.5	not changed	80.0
TFAP2E	RBM4B	rbm4b.s	0.7433870247697443	0.4973067499824633	1731.5	not changed	80.0
TFAP2E	NDFIP1	ndfip1.s	0.7432641225006196	0.3103401206121505	3.0	not changed	105.0
TFAP2E	NDFIP1	ndfip1.l	0.7432641225006196	-1.6075639296582886	194.5	decreased	105.0
TFAP2E	DUT		0.7432246526825808				
TFAP2E	PRPH		0.7426913653968177				279.0
TFAP2E	CACHD1		0.7405288419807107				51.0
TFAP2E	NUDT21	nudt21.l	0.7404112565227436	0.4541053063854681	579.5	not changed	
TFAP2E	NUDT21	nudt21.s	0.7404112565227436	-inf	1.0	not changed	
TFAP2E	ABCC4	abcc4.l	0.7401080748294245	-0.4374053123072983	17.0	not changed	103.0
TFAP2E	ABCC4	abcc4.s	0.7401080748294245	-1.2094533656289497	31.5	not changed	103.0
TFAP2E	NR3C1		0.735687909127749				328.0
TFAP2E	CHCHD2		0.7343970648545913				65.0
TFAP2E	RIOK1	riok1.l	0.734266546296221	-0.6169229969626089	266.0	not changed	421.0
TFAP2E	RIOK1	riok1.s	0.734266546296221	-0.6066575718204752	287.5	not changed	421.0
TFAP2E	SMARCA4		0.733870000776937				89.0
TFAP2E	CYBB	cybb.l	0.7301088563341351	-1.968521768526832	202.5	decreased	188.0
TFAP2E	UGP2	ugp2.l	0.7298694252934498	-0.2253762797752692	17.5	not changed	200.0
TFAP2E	UGP2	ugp2.s	0.7298694252934498	0.0418201756946269	0.5	not changed	200.0
TFAP2E	GGCX	ggcx.l	0.7293497436303863	-0.733963106004683	159.5	not changed	274.0
TFAP2E	MXRA7		0.7240725984224615				
TFAP2E	CFB		0.7235690868970472				
TFAP2E	GPATCH11	gpatch11.l	0.7199690835992085	-0.0091186446109229	7.0	not changed	80.0
TFAP2E	ZSWIM3	zswim3.l	0.719519512877087	0.2309171563798787	79.5	not changed	
TFAP2E	ZSWIM3	zswim3.s	0.719519512877087	-0.1366886719683805	24.0	not changed	
TFAP2E	SPINT1		0.7156048939189388				200.0
TFAP2E	FAM20B	fam20b.l	0.7151025176214522	-0.4642810182986931	164.0	not changed	
TFAP2E	FAM20B	fam20b.s	0.7151025176214522	-0.2929499837380814	98.5	not changed	
TFAP2E	ATP2C1		0.7085629052444493				
TFAP2E	KRT18	krt18.s	0.7079484235679836	-0.594163641085657	942.5	not changed	250.0
TFAP2E	KRT18	krt18.l	0.7079484235679836	-0.4480098191676872	222.5	not changed	250.0
TFAP2E	FKBP15	fkbp15.l	0.7064948216136826	0.1538053360790355	18.0	not changed	
TFAP2E	AKIRIN1	akirin1.l	0.7063368627919239	0.0475422591777833	72.5	not changed	
TFAP2E	FLNA		0.7062554360800571				642.0
TFAP2E	GSS	gss.l	0.7056586620696439	0.954580875240782	227.0	not changed	89.0
TFAP2E	HDGFL3		0.7034588173718845				
TFAP2E	ACTR3	actr3.l	0.7026878975224873	0.043809895831069	15.0	not changed	29.0
TFAP2E	ACTR3	actr3.s	0.7026878975224873	0.0729123709144228	27.5	not changed	29.0
TFAP2E	COL18A1	col18a1.s	0.7025958118351436	0.6578940231750072	351.0	not changed	952.0
TFAP2E	COL18A1	col18a1.l	0.7025958118351436	0.6264773118171432	1040.0	increased	952.0
TFAP2E	TFAP4		0.7016869627622121				834.0
TFAP2E	RBM5		0.698649887969025				
TFAP2E	LAMA5		0.697393912838064				701.0
TFAP2E	SRP54	srp54.l	0.6973404166786032	0.0686521873553405	67.5	not changed	
TFAP2E	SRP54	srp54.s	0.6973404166786032	-0.4661102016920269	403.5	not changed	
TFAP2E	CS	cs.l	0.695142326363887	-0.163227319425172	398.0	not changed	538.0
TFAP2E	CS	cs.s	0.695142326363887	0.0530774972542139	231.0	not changed	538.0
TFAP2E	LRRC47	lrrc47.l	0.6947595060918863	0.3458539341328429	162.0	not changed	
TFAP2E	NACA	naca.s	0.6946180472727019	-0.7346130538309903	163.0	not changed	41.0
TFAP2E	NACA	naca.l	0.6946180472727019	0.874469117916141	12.5	not changed	41.0
TFAP2E	EEF2		0.6941252188440351				342.0
TFAP2E	CNTFR		0.69378744568085				130.0
TFAP2E	CLDN7		0.6924211541250894				214.0
TFAP2E	NEIL1	neil1.l	0.690207604583932	-0.5370405129556887	352.0	not changed	241.0
TFAP2E	DNAJA3	dnaja3.l	0.6901155726309596	-0.7335100355299871	138.5	not changed	89.0
TFAP2E	DNAJA3	dnaja3.s	0.6901155726309596	-0.4205756828202738	33.0	not changed	89.0
TFAP2E	NDUFA12	ndufa12.s	0.6889890425885773	0.048543851958037	4.5	not changed	
TFAP2E	NDUFA12	ndufa12.l	0.6889890425885773	-0.070389327891398	0.5	not changed	
TFAP2E	METTL1	mettl1.l	0.6871898318623296	-0.7722468849308814	254.5	not changed	55.0
TFAP2E	TMA7		0.6871853059646571				53.0
TFAP2E	RSF1	rsf1.s	0.6845864669674967	-0.297074161924554	207.5	not changed	277.0
TFAP2E	PPM1B	ppm1b.l	0.6842705645429868	-0.2169991625662294	87.0	not changed	87.0
TFAP2E	PPM1B	ppm1b.s	0.6842705645429868	-0.3350691945754286	140.0	not changed	87.0
TFAP2E	LIPT1	lipt1.l	0.6821977430837137	0.4111330448229277	30.5	not changed	
TFAP2E	BMPER	bmper.l	0.6814503894248348	-0.2895066171949848	5.0	not changed	191.0
TFAP2E	MAP2K6		0.6813945797213659				444.0
TFAP2E	MEX3B	mex3b.s	0.6804173985816299	1.4255077655946269	897.0	increased	445.0
TFAP2E	MEX3B	mex3b.l	0.6804173985816299	1.0130692945781496	503.5	increased	445.0
TFAP2E	GTF2A2	gtf2a2.l	0.680204894999209	0.3777389578558682	129.0	not changed	67.0
TFAP2E	GTF2A2	gtf2a2.s	0.680204894999209	0.5011611637497537	197.5	not changed	67.0
TFAP2E	SHPRH	shprh.s	0.6783067185721239	-0.5226525989258094	120.5	not changed	
TFAP2E	TCF25	tcf25.l	0.6766899804067446	0.040392188800957	41.0	not changed	
TFAP2E	TCF25	tcf25.s	0.6766899804067446	-inf	0.5	not changed	
TFAP2E	ITM2A	itm2a.l	0.6757112178247335	-0.3287576052411161	253.5	not changed	475.0
TFAP2E	ITM2A	itm2a.s	0.6757112178247335	0.4043132476843564	404.0	not changed	475.0
TFAP2E	PPARD	ppard.s	0.6750329741681991	0.7202223303316297	101.0	not changed	
TFAP2E	RAI1		0.6724695739955898				557.0
TFAP2E	ADAM9	adam9.l	0.6722764439078635	-0.1200557520177078	21.0	not changed	277.0
TFAP2E	ADAM9	adam9.s	0.6722764439078635	-1.1946474308535435	290.0	not changed	277.0
TFAP2E	AMOT	amot.l	0.6709260291358673	-1.4722329008603867	181.0	not changed	81.0
TFAP2E	AMOT	amot.s	0.6709260291358673	-0.7196243945571436	124.5	not changed	81.0
TFAP2E	BICD2		0.6701997395421948				443.0
TFAP2E	SSR3	ssr3.l	0.6700988394628979	0.1669192846880729	101.5	not changed	
TFAP2E	SSR3	ssr3.s	0.6700988394628979	0.4242455225921822	747.5	not changed	
TFAP2E	SFT2D1	sft2d1.s	0.6697789676778176	-0.2263428483417038	88.5	not changed	
TFAP2E	SFT2D1	sft2d1.l	0.6697789676778176	-0.4526707339038514	64.5	not changed	
TFAP2E	ZNF19		0.6667847614587057				298.0
TFAP2E	EIF3J		0.6667040258541371				102.0
TFAP2E	ZMYM3	zmym3.l	0.6662031288823579	-0.2447181609629362	306.5	not changed	35.0
TFAP2E	ALX1		0.6661182986904798				402.0
TFAP2E	RIPK4	ripk4.l	0.6660101551632658	1.49203060417867	818.5	increased	202.0
TFAP2E	RIPK4	ripk4.s	0.6660101551632658	0.958894796670327	42.0	not changed	202.0
TFAP2E	PYCR2		0.664265135232999				
TFAP2E	PIGW	pigw.s	0.6639094884908129	0.3243507571542181	45.0	not changed	
TFAP2E	C19ORF24	c19orf24.l	0.6630163644368468	0.6300340098553585	371.0	not changed	
TFAP2E	SIKE1	sike1.l	0.661596351466	0.2515387669959644	8.0	not changed	
TFAP2E	SIKE1	sike1.s	0.661596351466	0.4854268271702416	54.0	not changed	
TFAP2E	IPO7	ipo7.l	0.6609835084444966	-0.8159808271212153	1168.5	decreased	257.0
TFAP2E	IPO7	ipo7.s	0.6609835084444966	-0.2446617770035557	434.5	not changed	257.0
TFAP2E	POLR2G	polr2g.l	0.6586103431831903	-0.0705482237603717	32.5	not changed	
TFAP2E	POLR2G	polr2g.s	0.6586103431831903	0.2584943805023041	114.5	not changed	
TFAP2E	SLC27A3		0.6559980258795736				64.0
TFAP2E	ROMO1		0.6555047566899896				61.0
TFAP2E	TPM3		0.6545836710067214				343.0
TFAP2E	CCDC25		0.6539504208770521				71.0
TFAP2E	ATP6V0A2	atp6v0a2.l	0.6531689574208286	-0.0701119132110145	37.0	not changed	
TFAP2E	RAB10		0.6484947112468121				111.0
TFAP2E	SLC30A9	slc30a9.l	0.6473936449830242	-0.6285188667078958	142.5	not changed	
TFAP2E	SLC30A9	slc30a9.s	0.6473936449830242	-0.8333501305905487	64.5	not changed	
TFAP2E	EIF4E2		0.6463775569262277				
TFAP2E	SYNCRIP	syncrip.l	0.6463368120433783	-0.0571261769339395	175.5	not changed	349.0
TFAP2E	SYNCRIP	syncrip.s	0.6463368120433783	-0.0293927495953654	241.0	not changed	349.0
TFAP2E	ZBTB37	zbtb37.s	0.64535868832375	-0.7544227912427525	39.5	not changed	
TFAP2E	ZBTB37	zbtb37.l	0.64535868832375	-0.6653359171851763	37.5	not changed	
TFAP2E	GPATCH4	gpatch4.s	0.6450104773745573	-0.2858790190028561	59.5	not changed	87.0
TFAP2E	GPATCH4	gpatch4.l	0.6450104773745573	-0.2484544364980771	176.0	not changed	87.0
TFAP2E	TAGLN2	tagln2.l	0.6405869848534403	-0.990693687324806	2418.0	decreased	598.0
TFAP2E	TAGLN2	tagln2.s	0.6405869848534403	-0.85785567959734	645.0	not changed	598.0
TFAP2E	TFDP2	tfdp2.l	0.6397514876283392	-0.1114709382453213	102.5	not changed	115.0
TFAP2E	TFDP2	tfdp2.s	0.6397514876283392	-0.2251525045216885	157.5	not changed	115.0
TFAP2E	TRIL	tril.l	0.6389457552078045	-3.090631859637988	804.5	decreased	
TFAP2E	TRIL	tril.s	0.6389457552078045	-2.2192424309127983	239.5	decreased	
TFAP2E	ACTR1A	actr1a.s	0.6388542312682449	-0.8989384722181255	204.5	not changed	189.0
TFAP2E	ACTR1A	actr1a.l	0.6388542312682449	-0.908810349771884	329.5	not changed	189.0
TFAP2E	RAB30	rab30.l	0.6379455817158353	-2.769387071858584	32.0	not changed	
TFAP2E	RAB30	rab30.s	0.6379455817158353	-0.6520766965796931	10.0	not changed	
TFAP2E	TLK1		0.637204543882545				103.0
TFAP2E	SNRPB	snrpb.l	0.6371398443080103	0.2275284005623573	718.5	not changed	95.0
TFAP2E	SNRPB	snrpb.s	0.6371398443080103	0.1748488800815976	201.0	not changed	95.0
TFAP2E	CD38	cd38.l	0.6291566495474948	-7.807354922057604	111.5	decreased	204.0
TFAP2E	ACADSB	acadsb.l	0.6282973132213003	0.6684568162359161	61.0	not changed	111.0
TFAP2E	PLXNA1		0.6248164622929898				314.0
TFAP2E	TENM4	tenm4.l	0.6240111181633556	-1.648808982745782	236.0	decreased	501.0
TFAP2E	TENM4	tenm4.s	0.6240111181633556	-1.714053459799704	897.5	decreased	501.0
TFAP2E	MKRN1		0.6234210468518928				474.0
TFAP2E	MPHOSPH10	mphosph10.l	0.6223934785069408	-0.2288106138040447	614.0	not changed	
TFAP2E	TUBB4B		0.6208133126129075				328.0
TFAP2E	SEMA4A	sema4a.l	0.6204818263086381	-0.9964067352759918	100.0	not changed	439.0
TFAP2E	SEMA4A	sema4a.s	0.6204818263086381	-0.0159212443770958	13.0	not changed	439.0
TFAP2E	KDM5B	kdm5b.l	0.6184671640857208	-0.0705399302236907	80.0	not changed	165.0
TFAP2E	KDM5B	kdm5b.s	0.6184671640857208	-0.2497303703041326	350.0	not changed	165.0
TFAP2E	TTC14		0.618180090126154				
TFAP2E	SEC62		0.6181191410863238				
TFAP2E	TSPAN7	tspan7.l	0.6171428126160264	0.3301486016923308	45.0	not changed	72.0
TFAP2E	TSPAN7	tspan7.s	0.6171428126160264	-0.4791678366985595	52.0	not changed	72.0
TFAP2E	TRMT6	trmt6.l	0.6166057284628209	0.0858258713004904	62.0	not changed	
TFAP2E	TRMT6	trmt6.s	0.6166057284628209	-0.0329572858778346	23.5	not changed	
TFAP2E	TUT1	tut1.l	0.6165182332616904	-0.6896425078800028	509.0	not changed	249.0
TFAP2E	EWSR1		0.6160165495697241				
TFAP2E	NT5M	nt5m.s	0.6148487499995098	0.016488122788569	1.5	not changed	343.0
TFAP2E	NT5M	nt5m.l	0.6148487499995098	-1.6166713604484944	31.0	not changed	343.0
TFAP2E	ETFB	etfb.l	0.613898735568821	0.5819252468817022	157.5	not changed	120.0
TFAP2E	SLC25A11	slc25a11.l	0.6138139657171171	-0.1292830169449665	24.0	not changed	294.0
TFAP2E	POLR1B		0.6134089541414598				
TFAP2E	ISOC1		0.610703751784739				
TFAP2E	PSAP	psap.l	0.609755851328321	-0.4525122046975068	206.5	not changed	
TFAP2E	PSAP	psap.s	0.609755851328321	-0.3945650996223406	293.0	not changed	
TFAP2E	DDR1	ddr1.l	0.6096108588550027	-0.2732845025275511	19.5	not changed	
TFAP2E	DDR1	ddr1.s	0.6096108588550027	0.4150374992788437	0.5	not changed	
TFAP2E	ADGRA3		0.6096107878145722				204.0
TFAP2E	KCMF1	kcmf1.l	0.6085663772189368	-0.2491538894671858	105.0	not changed	
TFAP2E	KCMF1	kcmf1.s	0.6085663772189368	-0.2261806818261557	83.0	not changed	
TFAP2E	AAMP		0.607429866322078				
TFAP2E	PWP1		0.6063965759803176				
TFAP2E	TERF2IP		0.6060628527733142				156.0
TFAP2E	NME2		0.605692066043684				209.0
TFAP2E	POLR2A	polr2a.l	0.6055515436090664	0.3324343614113895	351.0	not changed	172.0
TFAP2E	RPAIN	rpain.s	0.6051281882732917	-0.0794344674944049	3.0	not changed	
TFAP2E	RPAIN	rpain.l	0.6051281882732917	0.3410369178350669	20.0	not changed	
TFAP2E	ACTL6A		0.6049520533934066				
